Record URL,identifier,curatorialSection,onDisplay,objectName,nativeName,title,creditLine,description,placeName,siteName,culture,cultureArea,locus,period,material,technique,creator,iconography,iconographySubject,inscriptionMarkLanguage,dateMade,earlyDate,lateDate,depth,length,width,height,thickness,weight,outsideDiameter,measurementUnit
https://penn.museum/collections/object/447344,29-96-282A,African,false,Mezuzah,,,"Bequest of Maxwell Sommerville, 1904","Tin Mezuzah with small aperture covered with glass (clear), and with outer hinged covering.",North Africa,,Hebrew,,,,"Tin,Glass",,,,,,,,,,7.4,1,,,,,Centimeters/Inches
